Bild1 	 Gen1 	 Stage 	 Bild2 	 Gen2 	 Wert
insitu10103.png	"Mkp3"	5880	insitu29576.png	"CG32043"	0.7386483267413666
insitu10103.png	"Mkp3"	5880	insitu29599.png	"Dcp-1"	0.7063359818929147
insitu10103.png	"Mkp3"	5880	insitu29616.png	"Nrv1"	0.7174717437385526
insitu10103.png	"Mkp3"	5880	insitu29626.png	"CG11961"	0.46530675441341296
insitu10103.png	"Mkp3"	5880	insitu29627.png	"CG11961"	0.4599203044057119
insitu10103.png	"Mkp3"	5880	insitu29640.png	"dpld"	0.7017617004854482
insitu10103.png	"Mkp3"	5880	insitu29663.png	"Stam"	0.7814255328206259
insitu10103.png	"Mkp3"	5880	insitu29690.png	"mRpL22"	0.6970911636576725
insitu10103.png	"Mkp3"	5880	insitu29708.png	"CG9977"	0.7606022516244757
insitu10103.png	"Mkp3"	5880	insitu29709.png	"CG9977"	0.6386733431833554
insitu10103.png	"Mkp3"	5880	insitu29710.png	"CG9977"	0.7141514698697685
insitu10103.png	"Mkp3"	5880	insitu29713.png	"CG13005"	0.7950742425686519
insitu10103.png	"Mkp3"	5880	insitu29727.png	"EG:22E5.11"	0.4296528133520505
insitu10103.png	"Mkp3"	5880	insitu29756.png	"cenG1A"	0.6316863436909073
insitu10103.png	"Mkp3"	5880	insitu29757.png	"cenG1A"	0.40455434486712677
insitu10103.png	"Mkp3"	5880	insitu29771.png	"Hexo2"	0.7573882535368585
insitu10103.png	"Mkp3"	5880	insitu29786.png	"Mlc1"	-0.15450419333066415
insitu10103.png	"Mkp3"	5880	insitu29794.png	"CG32204"	-0.24891757323786534
insitu10103.png	"Mkp3"	5880	insitu29815.png	"CG9149"	0.689304611973747
insitu10103.png	"Mkp3"	5880	insitu29816.png	"CG9149"	0.6924314361490431
insitu10103.png	"Mkp3"	5880	insitu29830.png	"Elf"	0.6893675883554432
insitu10103.png	"Mkp3"	5880	insitu29839.png	"alpha-Est4"	-0.29442607689990263
insitu10103.png	"Mkp3"	5880	insitu29847.png	"Ugt58Fa"	-0.21326489067287102
insitu10103.png	"Mkp3"	5880	insitu29864.png	"pip"	0.08745338910060073
insitu10103.png	"Mkp3"	5880	insitu29874.png	"CG1169"	0.10593823060556666
insitu10103.png	"Mkp3"	5880	insitu29884.png	"CG4966"	0.7448147686365513
insitu10103.png	"Mkp3"	5880	insitu29892.png	"Obp99c"	0.14973495068191572
insitu10103.png	"Mkp3"	5880	insitu29899.png	"CG13618"	-0.3326697957360363
insitu10103.png	"Mkp3"	5880	insitu29924.png	"CG13290"	0.28787807625583495
insitu10103.png	"Mkp3"	5880	insitu29931.png	"CG11617"	0.16415978313420435
insitu10103.png	"Mkp3"	5880	insitu29939.png	"CG7356"	0.5676218753011442
insitu10103.png	"Mkp3"	5880	insitu29968.png	"cora"	0.476762099047154
insitu10103.png	"Mkp3"	5880	insitu29980.png	"CG4752"	0.6552718738442006
insitu10103.png	"Mkp3"	5880	insitu29995.png	"CG4752"	0.722680733410483
insitu10103.png	"Mkp3"	5880	insitu29999.png	"CG8927"	0.27737170838717795
insitu10103.png	"Mkp3"	5880	insitu30010.png	"Slh"	0.7099145534109587
insitu10103.png	"Mkp3"	5880	insitu30021.png	"Mkp3"	0.47402548937599187
insitu10103.png	"Mkp3"	5880	insitu30032.png	"Mkp3"	0.6991337706513711
insitu10103.png	"Mkp3"	5880	insitu30047.png	"CG10112"	0.4000148271750048
insitu10103.png	"Mkp3"	5880	insitu30078.png	"CG8632"	0.7497175161996218
insitu10103.png	"Mkp3"	5880	insitu30090.png	"CG31259"	-0.1726354132266357
insitu10103.png	"Mkp3"	5880	insitu30098.png	"CG5819"	0.24181844110215853
insitu10103.png	"Mkp3"	5880	insitu30147.png	"CG32372"	0.01414749802001726
insitu10103.png	"Mkp3"	5880	insitu30157.png	"CG6856"	0.6968342135996837
insitu10103.png	"Mkp3"	5880	insitu30165.png	"CG13806"	0.3665711896088971
insitu10103.png	"Mkp3"	5880	insitu30173.png	"CG6723"	0.407604357633626
insitu10103.png	"Mkp3"	5880	insitu30186.png	"mRpL45"	0.7447067560659504
insitu10103.png	"Mkp3"	5880	insitu30193.png	"CG9070"	-0.09440329059588418
insitu10103.png	"Mkp3"	5880	insitu30214.png	"CG31036"	0.4800518508097763
insitu10103.png	"Mkp3"	5880	insitu30232.png	"CG9358"	0.17200445219460858
insitu10103.png	"Mkp3"	5880	insitu30248.png	"Arc70"	0.6191364488767388
insitu10103.png	"Mkp3"	5880	insitu30260.png	"CG15651"	0.37453699937501345
insitu10103.png	"Mkp3"	5880	insitu30270.png	"Caki"	0.6988982983339815
insitu10103.png	"Mkp3"	5880	insitu30288.png	"CG12268"	0.11990363443203458
insitu10103.png	"Mkp3"	5880	insitu30303.png	"CG13082"	0.1711839625079996
insitu10103.png	"Mkp3"	5880	insitu30330.png	"l(2)37Bb"	0.6552636557683621
insitu10103.png	"Mkp3"	5880	insitu30339.png	"HGTX"	-0.11104211705267106
insitu10103.png	"Mkp3"	5880	insitu30397.png	"CG32137"	-0.1703786367957255
insitu10103.png	"Mkp3"	5880	insitu30423.png	"CG13499"	-0.23918608744229633
insitu10103.png	"Mkp3"	5880	insitu30436.png	"Dif"	0.03312433044702432
insitu10103.png	"Mkp3"	5880	insitu30480.png	"CG12177"	0.6647116736865213
insitu10103.png	"Mkp3"	5880	insitu30498.png	"CG5073"	0.7281269410850959
insitu10103.png	"Mkp3"	5880	insitu30507.png	"CG2191"	0.1836505593945251
insitu10103.png	"Mkp3"	5880	insitu30520.png	"Ts"	0.7110796989916379
insitu10103.png	"Mkp3"	5880	insitu30541.png	"ppk"	-0.11251142766423963
insitu10103.png	"Mkp3"	5880	insitu30551.png	"CG31463"	0.1603039236129436
insitu10103.png	"Mkp3"	5880	insitu30573.png	"CG32920"	0.6165695475857063
insitu10103.png	"Mkp3"	5880	insitu30590.png	"CG13298"	0.7585829784132043
insitu10103.png	"Mkp3"	5880	insitu30599.png	"CG5800"	0.6551456686501972
insitu10103.png	"Mkp3"	5880	insitu30610.png	"CG5756"	0.418490701811449
insitu10103.png	"Mkp3"	5880	insitu30617.png	"VhaM9.7-2"	0.7794396488693749
insitu10103.png	"Mkp3"	5880	insitu30647.png	"CG13636"	-0.1835501114218374
insitu10103.png	"Mkp3"	5880	insitu30660.png	"Gld"	-0.14630126384430123
insitu10103.png	"Mkp3"	5880	insitu30682.png	"CG6337"	-0.14895768449696387
insitu10103.png	"Mkp3"	5880	insitu30692.png	"CG5476"	0.15977260863328333
insitu10103.png	"Mkp3"	5880	insitu30707.png	"CG2051"	0.05879971459682196
insitu10103.png	"Mkp3"	5880	insitu30708.png	"CG2051"	0.3629083790197522
insitu10103.png	"Mkp3"	5880	insitu30709.png	"CG2051"	0.2799591282009697
insitu10103.png	"Mkp3"	5880	insitu30724.png	"CG13912"	0.11682090165221808
insitu10103.png	"Mkp3"	5880	insitu30737.png	"CG17562"	-0.11221130744592989
insitu10103.png	"Mkp3"	5880	insitu30749.png	"vas"	0.7651413778159721
insitu10103.png	"Mkp3"	5880	insitu30761.png	"Tsp42Eh"	-0.17576182376453145
insitu10103.png	"Mkp3"	5880	insitu30766.png	"CG31626"	0.16236595376738783
insitu10103.png	"Mkp3"	5880	insitu30775.png	"CG15743"	0.705353921129385
insitu10103.png	"Mkp3"	5880	insitu30785.png	"l(2)06225"	0.722686425981787
insitu10103.png	"Mkp3"	5880	insitu30794.png	"CG14879"	-0.0779284797316168
insitu10103.png	"Mkp3"	5880	insitu30801.png	"CG6751"	0.7071620693364693
insitu10103.png	"Mkp3"	5880	insitu30816.png	"CG17530"	0.7410973856515692
insitu10103.png	"Mkp3"	5880	insitu30828.png	"CG8207"	0.6769779425412109
insitu10103.png	"Mkp3"	5880	insitu30842.png	"CG3884"	0.20922533068211466
insitu10103.png	"Mkp3"	5880	insitu30849.png	"argos"	0.36566278422498394
insitu10103.png	"Mkp3"	5880	insitu30889.png	"NHE2"	0.4046012413923104
insitu10103.png	"Mkp3"	5880	insitu30918.png	"CG13506"	0.242524751852257
insitu10103.png	"Mkp3"	5880	insitu30929.png	"CG1354"	0.6184366830030009
insitu10103.png	"Mkp3"	5880	insitu30936.png	"CG8713"	0.38398055753786337
insitu10103.png	"Mkp3"	5880	insitu30946.png	"CG31721"	0.19398199433429322
insitu10103.png	"Mkp3"	5880	insitu30975.png	"CG7016"	0.38547311178465365
insitu10103.png	"Mkp3"	5880	insitu30984.png	"CG15335"	0.5693659687730245
insitu10103.png	"Mkp3"	5880	insitu31021.png	"sob"	0.759422138036074
insitu10103.png	"Mkp3"	5880	insitu31044.png	"CG11555"	0.6884676634407844
insitu10103.png	"Mkp3"	5880	insitu31045.png	"CG11555"	0.7379181539191154
insitu10103.png	"Mkp3"	5880	insitu31055.png	"pav"	0.5893825516199489
insitu10103.png	"Mkp3"	5880	insitu31088.png	"CG9577"	0.691470421305103
insitu10103.png	"Mkp3"	5880	insitu31095.png	"CG30194"	0.17856186181666728
insitu10103.png	"Mkp3"	5880	insitu31110.png	"Spz3"	0.6673207332892278
insitu10103.png	"Mkp3"	5880	insitu31116.png	"CG16798"	0.28372745775837277
insitu10103.png	"Mkp3"	5880	insitu31144.png	"CG9740"	0.6915023947591976
insitu10103.png	"Mkp3"	5880	insitu31165.png	"raps"	0.6710052232753332
insitu10103.png	"Mkp3"	5880	insitu31166.png	"CG14299"	0.7392891486248651
insitu10103.png	"Mkp3"	5880	insitu31170.png	"CG8160"	0.6050025958948967
insitu10103.png	"Mkp3"	5880	insitu31176.png	"Pros35"	0.6664602491302277
insitu10103.png	"Mkp3"	5880	insitu31191.png	"CG8268"	0.6932863391165625
insitu10103.png	"Mkp3"	5880	insitu31198.png	"sd"	0.4755387063530365
insitu10103.png	"Mkp3"	5880	insitu31212.png	"CG32159"	-0.1087575435297884
insitu10103.png	"Mkp3"	5880	insitu31245.png	"CG5160"	0.07421856640879682
insitu10103.png	"Mkp3"	5880	insitu31251.png	"PH4alphaSG2"	-0.16836589080295108
insitu10103.png	"Mkp3"	5880	insitu31260.png	"knk"	-0.1344954290828497
insitu10103.png	"Mkp3"	5880	insitu31266.png	"Cyp6a18"	-0.13885313139926345
insitu10103.png	"Mkp3"	5880	insitu31275.png	"CG11076"	0.6421445548824228
insitu10103.png	"Mkp3"	5880	insitu31283.png	"CG4576"	-0.12138104291943612
insitu10103.png	"Mkp3"	5880	insitu31300.png	"CG2968"	0.707493207819802
insitu10103.png	"Mkp3"	5880	insitu31310.png	"CG15022"	0.4840396879303936
insitu10103.png	"Mkp3"	5880	insitu31311.png	"CG15022"	0.6007982724894073
insitu10103.png	"Mkp3"	5880	insitu31331.png	"CG7299"	0.17566805903705607
insitu10103.png	"Mkp3"	5880	insitu31343.png	"CG11857"	0.6811101849185943
insitu10103.png	"Mkp3"	5880	insitu31350.png	"Bsg25A"	0.15178902161871355
insitu10103.png	"Mkp3"	5880	insitu31351.png	"Bsg25A"	0.19425271686555567
insitu10103.png	"Mkp3"	5880	insitu31356.png	"Bsg25A"	0.4174141998804524
insitu10103.png	"Mkp3"	5880	insitu31362.png	"Bsg25A"	0.5740969844746096
insitu10103.png	"Mkp3"	5880	insitu31388.png	"CG31871"	0.11693102682865024
insitu10103.png	"Mkp3"	5880	insitu31415.png	"CG15786"	0.36475011953630915
insitu10103.png	"Mkp3"	5880	insitu31428.png	"Cyp304a1"	-0.15219530982817941
insitu10103.png	"Mkp3"	5880	insitu31445.png	"oaf"	0.577114402056553
insitu10103.png	"Mkp3"	5880	insitu31458.png	"CG13159"	0.2707416371388492
insitu10103.png	"Mkp3"	5880	insitu31468.png	"CG30349"	0.764294565095716
insitu10103.png	"Mkp3"	5880	insitu31482.png	"BG:DS01368.1"	0.6609995875188348
insitu10103.png	"Mkp3"	5880	insitu31508.png	"CG7712"	0.7426592568642159
insitu10103.png	"Mkp3"	5880	insitu31517.png	"tld"	0.32587493391652433
insitu10103.png	"Mkp3"	5880	insitu31518.png	"tld"	0.35270932870038296
insitu10103.png	"Mkp3"	5880	insitu31551.png	"MAGE"	0.7175234816298642
insitu10103.png	"Mkp3"	5880	insitu31562.png	"CG32048"	0.5427187018485418
insitu10103.png	"Mkp3"	5880	insitu31576.png	"CG8173"	0.5242889669640394
insitu10103.png	"Mkp3"	5880	insitu31585.png	"hrg"	0.7410060126058212
insitu10103.png	"Mkp3"	5880	insitu31592.png	"CG8249"	-0.17296005620028795
insitu10103.png	"Mkp3"	5880	insitu31603.png	"CG14866"	0.5438980872966749
insitu10103.png	"Mkp3"	5880	insitu31615.png	"CG10522"	0.6605404273404387
insitu10103.png	"Mkp3"	5880	insitu31623.png	"CG5958"	0.441922043014462
insitu10103.png	"Mkp3"	5880	insitu31634.png	"ACXD"	0.4165313303973553
insitu10103.png	"Mkp3"	5880	insitu31643.png	"Wnt4"	0.42229977881872877
insitu10103.png	"Mkp3"	5880	insitu31670.png	"CG5344"	0.6923866224144375
insitu10103.png	"Mkp3"	5880	insitu31678.png	"CG13049"	0.731060305612297
insitu10103.png	"Mkp3"	5880	insitu31688.png	"CG5849"	0.30646869218324474
insitu10103.png	"Mkp3"	5880	insitu31716.png	"CG1153"	0.31504319093037036
insitu10103.png	"Mkp3"	5880	insitu31726.png	"CG5249"	0.5773057958919781
insitu10103.png	"Mkp3"	5880	insitu31727.png	"CG5249"	0.5708321118780108
insitu10103.png	"Mkp3"	5880	insitu31777.png	"CG5873"	0.2010854173083554
insitu10103.png	"Mkp3"	5880	insitu31798.png	"CG15695"	0.13035102915676108
insitu10103.png	"Mkp3"	5880	insitu31811.png	"CG9330"	0.7103346131654931
insitu10103.png	"Mkp3"	5880	insitu31820.png	"CG5085"	0.6613120323465095
insitu10103.png	"Mkp3"	5880	insitu31829.png	"CG9036"	0.6368429774267158
insitu10103.png	"Mkp3"	5880	insitu31839.png	"bwa"	0.7202718029785872
insitu10103.png	"Mkp3"	5880	insitu31873.png	"CG6736"	0.5372153730202582
insitu10103.png	"Mkp3"	5880	insitu31897.png	"CG6736"	0.4849126557480006
insitu10103.png	"Mkp3"	5880	insitu31905.png	"CG6965"	0.5510828902456635
insitu10103.png	"Mkp3"	5880	insitu31939.png	"CG5489"	0.1862435015164579
insitu10103.png	"Mkp3"	5880	insitu31947.png	"Obp83g"	0.4580708861977037
insitu10103.png	"Mkp3"	5880	insitu32013.png	"CG15005"	0.3493560864174377
insitu10103.png	"Mkp3"	5880	insitu32032.png	"Su(var)3-7"	0.5242532838656211
insitu10103.png	"Mkp3"	5880	insitu32044.png	"CG14254"	0.5584951205745271
insitu10103.png	"Mkp3"	5880	insitu32051.png	"CG3267"	0.7830172808967948
insitu10103.png	"Mkp3"	5880	insitu32062.png	"CG31607"	0.1475835380271886
insitu10103.png	"Mkp3"	5880	insitu32086.png	"Glu-RIIA"	-0.15657917953629222
insitu10103.png	"Mkp3"	5880	insitu32097.png	"CG17658"	0.7997654154026342
insitu10103.png	"Mkp3"	5880	insitu32098.png	"CG17658"	0.6678148951437638
insitu10103.png	"Mkp3"	5880	insitu32109.png	"bel"	0.7095312682826093
insitu10103.png	"Mkp3"	5880	insitu32122.png	"CG7457"	0.5966776017418692
insitu10103.png	"Mkp3"	5880	insitu32135.png	"CG9517"	0.2265010724116583
insitu10103.png	"Mkp3"	5880	insitu32148.png	"Pros28.1"	0.5584454842152468
insitu10103.png	"Mkp3"	5880	insitu32159.png	"CG13188"	0.2032060543946169
insitu10103.png	"Mkp3"	5880	insitu32160.png	"CG13188"	0.37844887845870256
insitu10103.png	"Mkp3"	5880	insitu32198.png	"MESR3"	0.5624414941328596
insitu10103.png	"Mkp3"	5880	insitu32227.png	"CG9416"	-0.26005744884452303
insitu10103.png	"Mkp3"	5880	insitu32243.png	"CG14430"	0.43397002219231506
insitu10103.png	"Mkp3"	5880	insitu32261.png	"CG10176"	-0.16034418439484563
insitu10103.png	"Mkp3"	5880	insitu32284.png	"mRpS17"	0.5926766659598648
insitu10103.png	"Mkp3"	5880	insitu32293.png	"grim"	-0.06526034353210965
insitu10103.png	"Mkp3"	5880	insitu32319.png	"CR40375"	-0.10472659159771679
insitu10103.png	"Mkp3"	5880	insitu32330.png	"CG15212"	0.17547763111146594
insitu10103.png	"Mkp3"	5880	insitu32340.png	"Cyp6t1"	0.7240817168735555
insitu10103.png	"Mkp3"	5880	insitu32350.png	"CG18173"	-0.18220149629367677
insitu10103.png	"Mkp3"	5880	insitu32356.png	"BcDNA:RE28911"	0.1558769724034019
insitu10103.png	"Mkp3"	5880	insitu32367.png	"Tig"	-0.15181617350917237
insitu10103.png	"Mkp3"	5880	insitu32375.png	"Nxt1"	0.7994947844200717
insitu10103.png	"Mkp3"	5880	insitu32386.png	"CG31002"	0.3071258733195291
insitu10103.png	"Mkp3"	5880	insitu32402.png	"Esp"	0.36637429143186045
insitu10103.png	"Mkp3"	5880	insitu32447.png	"CG18088"	-0.17646235072732194
insitu10103.png	"Mkp3"	5880	insitu32460.png	"Tsp74F"	0.7721495279803287
insitu10103.png	"Mkp3"	5880	insitu32483.png	"Pnn"	0.7465577260275255
insitu10103.png	"Mkp3"	5880	insitu32493.png	"CG15044"	0.11070342589050622
insitu10103.png	"Mkp3"	5880	insitu32500.png	"CG13875"	-0.09692002540937986
insitu10103.png	"Mkp3"	5880	insitu32511.png	"CG1732"	-0.17453301621603107
insitu10103.png	"Mkp3"	5880	insitu32572.png	"Sep1"	0.6652585389957177
insitu10103.png	"Mkp3"	5880	insitu32580.png	"Vha68-2"	0.58771391036066
insitu10103.png	"Mkp3"	5880	insitu32581.png	"Vha68-2"	0.5672401671549372
insitu10103.png	"Mkp3"	5880	insitu32597.png	"CG11188"	0.6816289152049269
insitu10103.png	"Mkp3"	5880	insitu32613.png	"CG13990"	-0.13946052401145573
insitu10103.png	"Mkp3"	5880	insitu32623.png	"Kr"	-0.19073921319987647
insitu10103.png	"Mkp3"	5880	insitu32654.png	"cpo"	-0.08163884460090742
insitu10103.png	"Mkp3"	5880	insitu32667.png	"CG9449"	0.18371518266885917
insitu10103.png	"Mkp3"	5880	insitu32682.png	"CG6125"	-0.13375276764356023
insitu10103.png	"Mkp3"	5880	insitu32697.png	"CG10050"	0.7063087325195307
insitu10103.png	"Mkp3"	5880	insitu32698.png	"CG10050"	0.7026353285470447
insitu10103.png	"Mkp3"	5880	insitu32699.png	"CG10050"	0.7536876038766225
insitu10103.png	"Mkp3"	5880	insitu32700.png	"CG10050"	0.7323123513566799
insitu10103.png	"Mkp3"	5880	insitu32701.png	"CG10050"	0.6809361580791703
insitu10103.png	"Mkp3"	5880	insitu32707.png	"mRpS26"	0.6842715202019027
insitu10103.png	"Mkp3"	5880	insitu32718.png	"CG13532"	0.08994407680078724
insitu10103.png	"Mkp3"	5880	insitu32733.png	"CG4078"	0.7466281870804719
insitu10103.png	"Mkp3"	5880	insitu32744.png	"CG7698"	0.7154818397755582
insitu10103.png	"Mkp3"	5880	insitu32755.png	"CG15407"	0.3530739567878358
insitu10103.png	"Mkp3"	5880	insitu32775.png	"CG10338"	0.7229581842947437
insitu10103.png	"Mkp3"	5880	insitu32789.png	"CG2812"	0.5728458298283099
insitu10103.png	"Mkp3"	5880	insitu32804.png	"CG6738"	0.41188878333161943
insitu10103.png	"Mkp3"	5880	insitu32817.png	"CG2774"	0.6930056864532674
insitu10103.png	"Mkp3"	5880	insitu32818.png	"CG2774"	0.7758932635944343
insitu10103.png	"Mkp3"	5880	insitu32839.png	"CG11659"	0.2991365498269343
insitu10103.png	"Mkp3"	5880	insitu32854.png	"CG13217"	0.36396878778993136
insitu10103.png	"Mkp3"	5880	insitu32863.png	"kkv"	-0.21580968038841516
insitu10103.png	"Mkp3"	5880	insitu32896.png	"CG6937"	0.6527712696473944
insitu10103.png	"Mkp3"	5880	insitu32909.png	"cn"	0.21981492714722276
insitu10103.png	"Mkp3"	5880	insitu32925.png	"CG5021"	0.6906618191764211
insitu10103.png	"Mkp3"	5880	insitu32933.png	"CG2016"	0.4463887140192701
insitu10103.png	"Mkp3"	5880	insitu32956.png	"CG14122"	0.2170418265848032
insitu10103.png	"Mkp3"	5880	insitu32967.png	"Rbf2"	0.6504173936054748
insitu10103.png	"Mkp3"	5880	insitu32977.png	"CG2973"	0.3719144255361779
insitu10103.png	"Mkp3"	5880	insitu32989.png	"Lcp65Ac"	0.5027811567478327
insitu10103.png	"Mkp3"	5880	insitu33015.png	"yemalpha"	0.5313768154240291
insitu10103.png	"Mkp3"	5880	insitu33034.png	"Cat"	0.678740037022069
insitu10103.png	"Mkp3"	5880	insitu33050.png	"egl"	0.7181194215713713
insitu10103.png	"Mkp3"	5880	insitu33086.png	"CG13305"	0.6425759102919664
insitu10103.png	"Mkp3"	5880	insitu33104.png	"comt"	0.6164250556564785
insitu10103.png	"Mkp3"	5880	insitu33105.png	"comt"	0.7285381149810667
insitu10103.png	"Mkp3"	5880	insitu33136.png	"BG:DS05899.3"	0.2916328457494988
insitu10103.png	"Mkp3"	5880	insitu33174.png	"CG10086"	0.07346038423945049
insitu10103.png	"Mkp3"	5880	insitu33183.png	"CG17508"	0.6781352042049917
insitu10103.png	"Mkp3"	5880	insitu33191.png	"CG4476"	0.5985970340801537
insitu10103.png	"Mkp3"	5880	insitu33211.png	"CG3008"	0.6830659282698877
insitu10103.png	"Mkp3"	5880	insitu33219.png	"CG13551"	0.6856853960151689
insitu10103.png	"Mkp3"	5880	insitu33257.png	"CG8780"	0.4603575751031487
insitu10103.png	"Mkp3"	5880	insitu33262.png	"CG8850"	0.27885780548637545
insitu10103.png	"Mkp3"	5880	insitu33272.png	"CG15236"	0.3296694003147942
insitu10103.png	"Mkp3"	5880	insitu33288.png	"CG2893"	0.7175578962123412
insitu10103.png	"Mkp3"	5880	insitu33311.png	"FucTA"	0.1871585687632934
insitu10103.png	"Mkp3"	5880	insitu33318.png	"CG14516"	0.611313886521317
insitu10103.png	"Mkp3"	5880	insitu33331.png	"nub"	0.2653070084412733
insitu10103.png	"Mkp3"	5880	insitu33356.png	"CG9527"	0.746573336796066
insitu10103.png	"Mkp3"	5880	insitu33367.png	"Rpb5"	0.7404415971333811
insitu10103.png	"Mkp3"	5880	insitu33374.png	"dpn"	0.4444607958860454
insitu10103.png	"Mkp3"	5880	insitu33391.png	"CG9245"	0.6409878851645859
insitu10103.png	"Mkp3"	5880	insitu33398.png	"CG8788"	0.6957911247652674
insitu10103.png	"Mkp3"	5880	insitu33399.png	"CG8788"	0.7546517492031422
insitu10103.png	"Mkp3"	5880	insitu33425.png	"CG11437"	0.14909047260914246
insitu10103.png	"Mkp3"	5880	insitu33441.png	"CG15203"	0.18614729942082242
insitu10103.png	"Mkp3"	5880	insitu33450.png	"CG15589"	0.3780616102322232
insitu10103.png	"Mkp3"	5880	insitu33472.png	"AP-2sigma"	0.7558496650998843
insitu10103.png	"Mkp3"	5880	insitu33473.png	"AP-2sigma"	0.7201595270730361
insitu10103.png	"Mkp3"	5880	insitu33481.png	"CG2150"	0.6360312694842422
insitu10103.png	"Mkp3"	5880	insitu33488.png	"CG15433"	0.6772826724845334
insitu10103.png	"Mkp3"	5880	insitu33499.png	"CG31368"	0.6980963306922191
insitu10103.png	"Mkp3"	5880	insitu33513.png	"mRpL-CI-B8"	0.5787145337751122
insitu10103.png	"Mkp3"	5880	insitu33521.png	"ATPsyn-gamma"	0.545170043203121
insitu10103.png	"Mkp3"	5880	insitu33533.png	"CG4726"	0.5907957364164059
insitu10103.png	"Mkp3"	5880	insitu33561.png	"CG10626"	0.24396186147371046
insitu10103.png	"Mkp3"	5880	insitu33572.png	"CG9194"	0.5034044376835054
insitu10103.png	"Mkp3"	5880	insitu33583.png	"Cyp9f3Psi"	0.5540054633684707
insitu10103.png	"Mkp3"	5880	insitu33596.png	"CG12702"	0.7738056525787919
insitu10103.png	"Mkp3"	5880	insitu33655.png	"Tre1"	0.7254931768510448
insitu10103.png	"Mkp3"	5880	insitu33658.png	"CG9468"	0.22903908780366125
insitu10103.png	"Mkp3"	5880	insitu33678.png	"Cyp313b1"	0.2135683389610345
insitu10103.png	"Mkp3"	5880	insitu33691.png	"CG6417"	0.41226889466983846
insitu10103.png	"Mkp3"	5880	insitu33741.png	"CG32982"	-0.14313807304909415
insitu10103.png	"Mkp3"	5880	insitu33742.png	"CG32982"	-0.3085519918945463
insitu10103.png	"Mkp3"	5880	insitu33753.png	"CG15731"	0.6854325480564215
insitu10103.png	"Mkp3"	5880	insitu33754.png	"CG15731"	0.5805658199561415
insitu10103.png	"Mkp3"	5880	insitu33766.png	"CG13983"	0.6476063676831872
insitu10103.png	"Mkp3"	5880	insitu33791.png	"EG:BACR37P7.9"	0.4653433757145056
insitu10103.png	"Mkp3"	5880	insitu33804.png	"CG33207"	0.3954773033543937
insitu10103.png	"Mkp3"	5880	insitu33860.png	"Orc5"	0.6468036971047055
insitu10103.png	"Mkp3"	5880	insitu33874.png	"CG9188"	0.6248644639620424
insitu10103.png	"Mkp3"	5880	insitu33886.png	"CG12576"	0.6320485729344214
insitu10103.png	"Mkp3"	5880	insitu33901.png	"CG32209"	0.35356990411370787
insitu10103.png	"Mkp3"	5880	insitu33921.png	"CG12858"	0.2803967924341155
insitu10103.png	"Mkp3"	5880	insitu33970.png	"CG7428"	0.3813835985600973
insitu10103.png	"Mkp3"	5880	insitu33971.png	"CG7428"	0.5635066749283791
insitu10103.png	"Mkp3"	5880	insitu33972.png	"CG7428"	0.23983694729339824
insitu10103.png	"Mkp3"	5880	insitu33996.png	"CG7428"	0.345782684486206
insitu10103.png	"Mkp3"	5880	insitu33997.png	"CG7428"	0.39563175524791444
insitu10103.png	"Mkp3"	5880	insitu34012.png	"CG15382"	0.30981318210874637
insitu10103.png	"Mkp3"	5880	insitu34013.png	"CG15382"	0.3397184931922287
insitu10103.png	"Mkp3"	5880	insitu34025.png	"TSG101"	0.6952137294614867
insitu10103.png	"Mkp3"	5880	insitu34034.png	"BcDNA:RE27904"	0.7100608867331745
insitu10103.png	"Mkp3"	5880	insitu34048.png	"CG12723"	0.7593531789644741
insitu10103.png	"Mkp3"	5880	insitu34071.png	"CG9463"	0.34290094503293755
insitu10103.png	"Mkp3"	5880	insitu34077.png	"CG12400"	0.6978427111378533
insitu10103.png	"Mkp3"	5880	insitu34085.png	"CG16787"	0.7667262744290932
insitu10103.png	"Mkp3"	5880	insitu34113.png	"CG31634"	0.3066107825593917
insitu10103.png	"Mkp3"	5880	insitu34122.png	"galectin"	0.6827873672163436
insitu10103.png	"Mkp3"	5880	insitu34131.png	"CG7715"	0.6180962635169659
insitu10103.png	"Mkp3"	5880	insitu34148.png	"CG15094"	0.6656823193996596
insitu10103.png	"Mkp3"	5880	insitu34162.png	"CG11426"	0.2571088540509597
insitu10103.png	"Mkp3"	5880	insitu34198.png	"CG1630"	0.23958420042983325
insitu10103.png	"Mkp3"	5880	insitu34220.png	"snRNP70K"	0.7722819787137678
insitu10103.png	"Mkp3"	5880	insitu34229.png	"CG13160"	0.2537786215720069
insitu10103.png	"Mkp3"	5880	insitu34237.png	"CG13220"	0.753429550718817
insitu10103.png	"Mkp3"	5880	insitu34246.png	"CG18549"	0.780579143528752
insitu10103.png	"Mkp3"	5880	insitu34261.png	"CG9522"	0.37129431788687817
insitu10103.png	"Mkp3"	5880	insitu34271.png	"rhi"	0.7624501480018212
insitu10103.png	"Mkp3"	5880	insitu34293.png	"CG3153"	0.32354588618997504
insitu10103.png	"Mkp3"	5880	insitu34309.png	"EG:115C2.6"	0.5706441871628436
insitu10103.png	"Mkp3"	5880	insitu34316.png	"CG11453"	0.40149211626332637
insitu10103.png	"Mkp3"	5880	insitu34323.png	"CG6249"	0.7170910299886827
insitu10103.png	"Mkp3"	5880	insitu34337.png	"qua"	0.6148661027729352
